UK-AIR ID,EU Site ID,EMEP Site ID,lookupvalue_data,lookup_settelment,Site Name,Environment Type,Zone,Start Date,End Date,Latitude,Longitude,Northing,Easting,Altitude (m),Networks,AURN Pollutants Measured,Site Description
PD1,,,Pontardawe Swansea Road,Neath Port Talbot,Pontardawe Swansea Road (Neath Port Talbot),Urban Traffic,Swansea Urban Area,13/07/2012,11/07/2016,51.719638,-3.853943,203951,272030,,Locally-managed automatic monitoring,,
PT2,,,Port Talbot CO,Neath Port Talbot,Port Talbot CO (Neath Port Talbot),Urban Background,Swansea Urban Area,01/06/1998,31/12/2006,51.579866,-3.761568,188249,278036,,Locally-managed automatic monitoring,,
PT7,,,Port Talbot Docks,Neath Port Talbot,Port Talbot Docks (Neath Port Talbot),Urban Background,Swansea Urban Area,13/10/2008,04/06/2018,51.590233,-3.786049,189443,276368,,Locally-managed automatic monitoring,,
PT6,,,Port Talbot Dyffryn School,Neath Port Talbot,Port Talbot Dyffryn School (Neath Port Talbot),Urban Background,Swansea Urban Area,16/07/2007,,51.572433,-3.751092,187405,278742,,Locally-managed automatic monitoring,,
PTLW,,,Port Talbot Little Warren,Neath Port Talbot,Port Talbot Little Warren (Neath Port Talbot),Urban Industrial,South Wales,24/01/2012,,51.58493,-3.801069,188879,275313,,Locally-managed automatic monitoring,,
PT4,,,Port Talbot Margam,Neath Port Talbot,Port Talbot Margam (Neath Port Talbot),Urban Industrial,Swansea Urban Area,24/07/2007,31/12/2007,51.58395,-3.770822,188719,277406,,Locally-managed automatic monitoring,,
MMF6,,,Port Talbot Prince Street,Neath Port Talbot,Port Talbot Prince Street (Neath Port Talbot),Urban Industrial,Swansea Urban Area,01/01/2010,31/12/2013,51.579646,-3.766567,188233,277689,,Locally-managed automatic monitoring,,
MMF6a,,,Port Talbot Prince Street,FDMS only Neath Port Talbot,Port Talbot Prince Street (FDMS only) (Neath Port Talbot),Urban Industrial,Swansea Urban Area,01/01/2012,31/12/2013,51.579665,-3.766569,188235,277689,,Locally-managed automatic monitoring,,
PT11,,,Port Talbot Prince Street 2,Neath Port Talbot,Port Talbot Prince Street 2 (Neath Port Talbot),Urban Industrial,Swansea Urban Area,07/03/2014,,51.579656,-3.766465,188234,277696,,Locally-managed automatic monitoring,,
PT8,,,Port Talbot Talbot Road,Neath Port Talbot,Port Talbot Talbot Road (Neath Port Talbot),Urban Traffic,Swansea Urban Area,15/01/2009,04/06/2018,51.591479,-3.779197,189570,276846,,Locally-managed automatic monitoring,,
PT10,,,Port Talbot Theodore Road,Neath Port Talbot,Port Talbot Theodore Road (Neath Port Talbot),Urban Traffic,Swansea Urban Area,01/04/2009,04/06/2018,51.589942,-3.772005,189387,277340,,Locally-managed automatic monitoring,,
PT9,,,Port Talbot Twll-yn-y-Wal Park,Neath Port Talbot,Port Talbot Twll-yn-y-Wal Park (Neath Port Talbot),Urban Traffic,Swansea Urban Area,13/12/2008,,51.576676,-3.759005,187890,278205,,Locally-managed automatic monitoring,,
NEWT,,,Powys Newtown,Powys,Powys Newtown (Powys),Not Available,North Wales,03/11/2006,25/05/2007,52.510128,-3.317686,291065,310668,,Locally-managed automatic monitoring,,
PRE1,,,Preston Meadow Street Ringway,Preston,Preston Meadow Street Ringway (Preston),Urban Traffic,Preston Urban Area,01/01/2005,,53.763056,-2.697222,429859.48,354134.81,,Locally-managed automatic monitoring,,
KC4,,,RBKC Chelsea,Kensington and Chelsea,RBKC Chelsea (Kensington and Chelsea),Urban Traffic,Greater London Urban Area,27/09/2000,,51.487437,-0.168397,178089,527267,,Locally-managed automatic monitoring,,
KC2,,,RBKC Cromwell Rd,Kensington and Chelsea,RBKC Cromwell Rd (Kensington and Chelsea),Urban Traffic,Greater London Urban Area,10/05/1998,,51.495504,-0.178809,178968,526522,,Locally-managed automatic monitoring,,
KC5,,,RBKC Earls Court Road,Kensington and Chelsea,RBKC Earls Court Road (Kensington and Chelsea),Urban Traffic,Greater London Urban Area,01/05/2002,,51.490198,-0.190863,178357,525700,,Locally-managed automatic monitoring,,
KC3,,,RBKC Knightsbridge,Kensington and Chelsea,RBKC Knightsbridge (Kensington and Chelsea),Urban Traffic,Greater London Urban Area,28/03/2000,,51.49914,-0.164338,179397,527516,,Locally-managed automatic monitoring,,
RD1,,,Reading - Caversham Road,Reading,Reading - Caversham Road (Reading),Not Available,Reading/Wokingham Urban Area,22/11/2006,31/03/2013,51.464354,-0.9771,174427.31,471155.53,,Locally-managed automatic monitoring,,
RD2,,,Reading - Kings Road,Reading,Reading - Kings Road (Reading),Not Available,Reading/Wokingham Urban Area,30/05/2007,31/03/2013,51.453119,-0.949941,173204.54,473060.07,,Locally-managed automatic monitoring,,
RD3,,,Reading - Oxford Road,Reading,Reading - Oxford Road (Reading),Not Available,Reading/Wokingham Urban Area,01/12/2007,31/03/2013,51.461963,-1.012509,174127.65,468699.37,,Locally-managed automatic monitoring,,
REA2,,,Reading Caversham Road,Reading,Reading Caversham Road (Reading),Urban Traffic,Reading/Wokingham Urban Area,22/11/2006,,51.464355,-0.977094,174427.42,471155.94,,Locally-managed automatic monitoring,,
REA3,,,Reading Kings Road,Reading,Reading Kings Road (Reading),Urban Traffic,Reading/Wokingham Urban Area,27/09/2007,05/02/2016,51.453116,-0.949926,173204.31,473061,,Locally-managed automatic monitoring,,
REA4,,,Reading Oxford Road,Reading,Reading Oxford Road (Reading),Urban Traffic,Reading/Wokingham Urban Area,05/12/2007,,51.461957,-1.012459,174127.03,468702.85,,Locally-managed automatic monitoring,,
REBN,,,Redbourne Club,North Lincolnshire,Redbourne Club (North Lincolnshire),Urban Background,Yorkshire & Humberside,16/08/2010,05/04/2018,53.579383,-0.641892,410056,490016,,Locally-managed automatic monitoring,,
RB3,,,Redbridge - Fullwell Cross,Redbridge,Redbridge - Fullwell Cross (Redbridge),Urban Traffic,Greater London Urban Area,20/11/1999,30/03/2012,51.593935,0.085516,190403.12,544557.25,,Locally-managed automatic monitoring,,
RB4,,,Redbridge - Gardner Close,Redbridge,Redbridge - Gardner Close (Redbridge),Urban Traffic,Greater London Urban Area,21/11/1999,,51.57661,0.030858,188369.94,540825.06,,Locally-managed automatic monitoring,,
RB2,,,Redbridge - Ilford Broadway,Redbridge,Redbridge - Ilford Broadway (Redbridge),Urban Traffic,Greater London Urban Area,01/12/1999,27/04/2003,51.558346,0.069992,186415.03,543594.05,,Locally-managed automatic monitoring,,
RB7,,,Redbridge - Ley Street,Redbridge,Redbridge - Ley Street (Redbridge),Urban Background,Greater London Urban Area,15/05/2014,,51.569484,0.082907,187679.02,544454.05,,Locally-managed automatic monitoring,,
RB1,,,Redbridge - Perth Terrace,Redbridge,Redbridge - Perth Terrace (Redbridge),Urban Background,Greater London Urban Area,21/11/1999,13/05/2014,51.569221,0.081821,187647.59,544379.59,,Locally-managed automatic monitoring,,
RB5,,,Redbridge - South Woodford,Redbridge,Redbridge - South Woodford (Redbridge),Urban Traffic,Greater London Urban Area,21/11/2003,30/03/2012,51.595851,0.020087,190488.92,540019.63,,Locally-managed automatic monitoring,,
RED3,,,Redcar Dormanstown,Redcar and Cleveland,Redcar Dormanstown (Redcar and Cleveland),Urban Industrial,North East,01/01/2013,,54.60317,-1.09784,523484.67,458376.85,,Locally-managed automatic monitoring,,
RED2,,,Redcar LA,Redcar and Cleveland,Redcar LA (Redcar and Cleveland),Suburban Background,Teesside Urban Area,01/06/2009,01/07/2010,54.612778,-1.072778,524574.82,459981.69,,Locally-managed automatic monitoring,,
RG7,,,Reigate and Banstead - A23 Hooley,Reigate and Banstead,Reigate and Banstead - A23 Hooley (Reigate and Banstead),Not Available,South East,17/07/2018,,51.292471,-0.154121,156433.13,528804.05,,Locally-managed automatic monitoring,,
RG8,,,Reigate and Banstead - Earlswood Depot,Reigate and Banstead,Reigate and Banstead - Earlswood Depot (Reigate and Banstead),Not Available,South East,27/03/2020,,51.221102,-0.172887,148464.23,527693.13,,Locally-managed automatic monitoring,,
RG1,,,Reigate and Banstead - Horley,Reigate and Banstead,Reigate and Banstead - Horley (Reigate and Banstead),Not Available,South East,24/04/2008,,51.165858,-0.167734,142330.18,528206.04,,Locally-managed automatic monitoring,,
RG2,,,Reigate and Banstead - Horley South,Reigate and Banstead,Reigate and Banstead - Horley South (Reigate and Banstead),Not Available,South East,12/08/2003,09/01/2017,51.161508,-0.162928,141854.8,528554.14,,Locally-managed automatic monitoring,,
RG6,,,Reigate and Banstead - Horley South East,Reigate and Banstead,Reigate and Banstead - Horley South East (Reigate and Banstead),Not Available,South East,20/09/2016,,51.161261,-0.16241,141828.19,528591.05,,Locally-managed automatic monitoring,,
RG3,,,Reigate and Banstead - Poles Lane,Crawley,Reigate and Banstead - Poles Lane (Crawley),Not Available,South East,22/02/2005,,51.142082,-0.194181,139640.55,526421.96,,Locally-managed automatic monitoring,,
RG4,,,Reigate and Banstead - Reigate High St,Reigate and Banstead,Reigate and Banstead - Reigate High St (Reigate and Banstead),Not Available,South East,26/03/2009,11/01/2013,51.237666,-0.206011,150249.15,525335.08,,Locally-managed automatic monitoring,,
REN1,,,Renfrew Cockels Loan,Renfrewshire,Renfrew Cockels Loan (Renfrewshire),Urban Traffic,Glasgow Urban Area,26/09/2013,,55.863313,-4.390978,665933,250464,,Locally-managed automatic monitoring,,
REN03,,,Renfrew Inchinnan Road,Renfrewshire,Renfrew Inchinnan Road (Renfrewshire),Urban Traffic,Glasgow Urban Area,10/01/2019,,55.877931,-4.390231,667558.1,250567,,Locally-managed automatic monitoring,,
REN02,,,Renfrewshire Johnston,Renfrewshire,Renfrewshire Johnston (Renfrewshire),Urban Traffic,Glasgow Urban Area,27/07/2017,,55.836203,-4.508783,663178.1,242983.8,,Locally-managed automatic monitoring,,
RHD7,,,Rhondda Glyncoch Garth Avenue,"Rhondda, Cynon, Taff","Rhondda Glyncoch Garth Avenue (Rhondda, Cynon, Taff)",Urban Industrial,South Wales,26/06/2014,,51.61968,-3.33232,192047,307858,,Locally-managed automatic monitoring,,
RHD8,,,Rhondda Mountain Ash,"Rhondda, Cynon, Taff","Rhondda Mountain Ash (Rhondda, Cynon, Taff)",Urban Traffic,South Wales,01/07/2014,,51.684393,-3.378816,199304,304775,,Locally-managed automatic monitoring,,
RHD6,,,Rhondda Pontypridd Gelliwastad Rd,"Rhondda, Cynon, Taff","Rhondda Pontypridd Gelliwastad Rd (Rhondda, Cynon, Taff)",Urban Traffic,South Wales,07/03/2011,,51.605074,-3.340157,190433,307286,,Locally-managed automatic monitoring,,
RHD4,,,Rhondda-Cynon-Taf Broadway,"Rhondda, Cynon, Taff","Rhondda-Cynon-Taf Broadway (Rhondda, Cynon, Taff)",Urban Traffic,South Wales,01/01/2006,,51.597845,-3.331923,189619,307842,,Locally-managed automatic monitoring,,
RHD2,,,Rhondda-Cynon-Taf Nantgarw,"Rhondda, Cynon, Taff","Rhondda-Cynon-Taf Nantgarw (Rhondda, Cynon, Taff)",Urban Traffic,South Wales,01/01/2002,11/07/2016,51.565439,-3.256145,185922,313028,,Locally-managed automatic monitoring,,
RHD1,,,Rhondda-Cynon-Taf Pontypridd,"Rhondda, Cynon, Taff","Rhondda-Cynon-Taf Pontypridd (Rhondda, Cynon, Taff)",Urban Background,South Wales,01/01/2002,12/07/2005,51.598389,-3.34842,189700,306700,,Locally-managed automatic monitoring,,
RHD5,,,Rhondda-Cynon-Taf Tylorstown,"Rhondda, Cynon, Taff","Rhondda-Cynon-Taf Tylorstown (Rhondda, Cynon, Taff)",Urban Traffic,South Wales,01/01/2006,30/04/2009,51.647628,-3.431957,195286,301022,,Locally-managed automatic monitoring,,
RI2,,,Richmond Upon Thames - Barnes Wetlands,Richmond,Richmond Upon Thames - Barnes Wetlands (Richmond),Suburban Background,Greater London Urban Area,29/03/2001,,51.476168,-0.230427,176729.77,522990.83,,Locally-managed automatic monitoring,,
RI1,,,Richmond Upon Thames - Castelnau,Richmond,Richmond Upon Thames - Castelnau (Richmond),Urban Traffic,Greater London Urban Area,14/06/2000,,51.480189,-0.237335,177165.35,522500.35,,Locally-managed automatic monitoring,,
RHG,,,Richmond Upon Thames - Chertsey Road,Richmond,Richmond Upon Thames - Chertsey Road (Richmond),Urban Traffic,Greater London Urban Area,24/05/2016,,51.453142,-0.341218,173989.07,515355.04,,Locally-managed automatic monitoring,,
RDL001,,,Rochdale Queensway,Rochdale,Rochdale Queensway (Rochdale),Urban Traffic,Greater Manchester Urban Area,04/08/2021,,53.599238,-2.162565,411420,389339,,Locally-managed automatic monitoring,,
RO2,,,Rochford - Rawreth Industrial Estate,Rochford,Rochford - Rawreth Industrial Estate (Rochford),Urban Background,Southend Urban Area,15/06/2011,31/12/2011,51.600675,0.591537,192274,579577.06,,Locally-managed automatic monitoring,,
RO1,,,Rochford - Rayleigh High Street,Rochford,Rochford - Rayleigh High Street (Rochford),Urban Traffic,Southend Urban Area,30/12/2009,31/12/2013,51.585567,0.604521,190626.01,580536.06,,Locally-managed automatic monitoring,,
RY2,,,Rother - De La Warr Road,Rother,Rother - De La Warr Road (Rother),Urban Traffic,South East,01/01/2016,,50.845402,0.49292,108058.57,575598.19,,Locally-managed automatic monitoring,,
RY1,,,Rother - Rye Harbour,Rother,Rother - Rye Harbour (Rother),Rural Background,South East,11/01/2002,,50.938451,0.763915,119082.6,594285.93,,Locally-managed automatic monitoring,,
NOT5,,,Rushcliffe A52 Stragglethorpe Road,Rushcliffe,Rushcliffe A52 Stragglethorpe Road (Rushcliffe),Urban Traffic,East Midlands,07/01/2014,,52.9375,-1.063889,338199.2,463011.75,,Locally-managed automatic monitoring,,
RUS2,,,Rushcliffe Trent Bridge Roadside,Rushcliffe,Rushcliffe Trent Bridge Roadside (Rushcliffe),Urban Traffic,Nottingham Urban Area,02/11/2016,,52.9375,-1.134722,338139.5,458251.28,,Locally-managed automatic monitoring,,
BHIL,,,S Cambs Bar Hill,South Cambridgeshire,S Cambs Bar Hill (South Cambridgeshire),Urban Traffic,Eastern,01/03/2001,15/09/2012,52.254095,0.031971,263713.73,538798.5,,Locally-managed automatic monitoring,,
IMP,,,S Cambs Impington,South Cambridgeshire,S Cambs Impington (South Cambridgeshire),Urban Traffic,Eastern,01/01/2003,,52.23364,0.10508,261581.38,543854.44,,Locally-managed automatic monitoring,,
ORCH,,,S Cambs Orchard Park School,South Cambridgeshire,S Cambs Orchard Park School (South Cambridgeshire),Urban Background,Eastern,22/04/2009,,52.2335,0.115229,261586,544548,,Locally-managed automatic monitoring,,
ORCH2,,,S Cambs Orchard Park School 2,South Cambridgeshire,S Cambs Orchard Park School 2 (South Cambridgeshire),Urban Background,Eastern,05/07/2019,,52.233313,0.115403,261565.6,544560.4,,Locally-managed automatic monitoring,,
HEN,,,SODC Henley,South Oxfordshire,SODC Henley (South Oxfordshire),Urban Traffic,South East,01/12/2006,,51.536552,-0.903958,182530,476116,,Locally-managed automatic monitoring,,
WD1,,,SODC Wallingford,South Oxfordshire,SODC Wallingford (South Oxfordshire),Urban Traffic,South East,01/01/2012,,51.601041,-1.12355,189496.98,460800.09,,Locally-managed automatic monitoring,,
WAT,,,SODC Watlington,South Oxfordshire,SODC Watlington (South Oxfordshire),Urban Traffic,South East,16/05/2012,,51.645112,-1.004394,194504,468986,,Locally-managed automatic monitoring,,
ECC3,,,Salford Eccles,CC Salford,Salford Eccles (CC) (Salford),Urban Industrial,Greater Manchester Urban Area,01/06/2014,23/01/2015,53.48485,-2.334189,398729,377925,,Locally-managed automatic monitoring,,
M60,,,Salford M60,Salford,Salford M60 (Salford),Urban Traffic,North West & Merseyside,01/01/1999,,53.503784,-2.381239,400855.66,374810.46,,Locally-managed automatic monitoring,,
WIL4,,,"Salisbury, Exeter Street",Wiltshire,"Salisbury, Exeter Street (Wiltshire)",Urban Traffic,South West,01/01/2014,,51.065247,-1.793793,129566,414546,,Locally-managed automatic monitoring,,
HF3,,,Scrubs Lane,Hammersmith and Fulham,Scrubs Lane (Hammersmith and Fulham),Urban Traffic,Greater London Urban Area,30/03/2005,27/10/2005,51.53089,-0.237011,182804,522387,,Locally-managed automatic monitoring,,
SCN7,,,Scunthorpe Allanby Street,North Lincolnshire,Scunthorpe Allanby Street (North Lincolnshire),Not Available,Yorkshire & Humberside,01/07/2005,04/04/2010,53.592,-0.652714,411446,489273,,Locally-managed automatic monitoring,,
SCN6,,,Scunthorpe East Common Lane,North Lincolnshire,Scunthorpe East Common Lane (North Lincolnshire),Not Available,Yorkshire & Humberside,01/03/2005,,53.576891,-0.632215,409791,490662,,Locally-managed automatic monitoring,,
SC12,,,Scunthorpe East Common Lane Osiris,North Lincolnshire,Scunthorpe East Common Lane Osiris (North Lincolnshire),Urban Background,Yorkshire & Humberside,23/08/2016,,53.576889,-0.632222,409790.8,490661.5,,Locally-managed automatic monitoring,,
SCN1,,,Scunthorpe Gallagher Retail Park,North Lincolnshire,Scunthorpe Gallagher Retail Park (North Lincolnshire),Urban Traffic,Yorkshire & Humberside,24/01/2006,01/04/2010,53.589419,-0.691518,411111,486710,,Locally-managed automatic monitoring,,
SCN8,,,Scunthorpe Kingsway House,North Lincolnshire,Scunthorpe Kingsway House (North Lincolnshire),Urban Traffic,Yorkshire & Humberside,09/08/2005,13/04/2010,53.578022,-0.655076,409888,489146,,Locally-managed automatic monitoring,,
SC11,,,Scunthorpe Leisure Centre,North Lincolnshire,Scunthorpe Leisure Centre (North Lincolnshire),Not Available,Yorkshire & Humberside,24/12/2010,03/10/2011,53.591456,-0.641989,411399,489984,,Locally-managed automatic monitoring,,
SCN5,,,Scunthorpe Lincoln Gardens,North Lincolnshire,Scunthorpe Lincoln Gardens (North Lincolnshire),Urban Background,Yorkshire & Humberside,01/11/2004,31/03/2011,53.569175,-0.650162,408910,489490,,Locally-managed automatic monitoring,,
SCN2,,,Scunthorpe Town,Rowland Road North Lincolnshire,Scunthorpe Town (Rowland Road) (North Lincolnshire),Urban Industrial,Yorkshire & Humberside,06/06/2004,09/01/2008,53.58634,-0.636811,410836.36,490337.58,,Locally-managed automatic monitoring,,
SC10,,,Scunthorpe Town,TEOM only North Lincolnshire,Scunthorpe Town (TEOM only) (North Lincolnshire),Not Available,Yorkshire & Humberside,17/12/2009,,53.586107,-0.635558,410812,490421,,Locally-managed automatic monitoring,,
ZV2,,,Sevenoaks - Bat and Ball,Sevenoaks,Sevenoaks - Bat and Ball (Sevenoaks),Not Available,South East,11/08/2005,,51.288768,0.193421,156688.13,553047.05,,Locally-managed automatic monitoring,,
ZV1,,,Sevenoaks - Greatness Park,Sevenoaks,Sevenoaks - Greatness Park (Sevenoaks),Not Available,South East,27/01/1998,,51.289391,0.201437,156774.12,553603.89,,Locally-managed automatic monitoring,,
SC1,,,Sevenoaks 1,Sevenoaks,Sevenoaks 1 (Sevenoaks),Suburban Background,South East,29/04/1996,01/09/1997,51.383408,0.282061,167400,558900,,Locally-managed automatic monitoring,,
SHEP,,,Shepshed,Charnwood,Shepshed (Charnwood),Suburban Background,East Midlands,16/11/2006,12/04/2010,52.761331,-1.275083,318438.06,449015.53,,Locally-managed automatic monitoring,,
